fold,model,group,rules,include_overtime,feature,gain
2,xgboost,C,v1,True,menu_fish,0.0035515667404979467
2,xgboost,C,v1,True,menu_noodles,0.00120255583897233
2,xgboost,C,v1,True,menu_special,0.0009473006357438862
2,xgboost,C,v1,True,menu_rice_bowl,0.0029213312081992626
2,xgboost,C,v1,True,menu_soup,0.0012648398987948895
2,xgboost,C,v2,True,employees,0.006441084668040276
2,xgboost,C,v2,True,vacation,0.025339869782328606
2,xgboost,C,v2,True,business_trip,0.013423986732959747
2,xgboost,C,v2,True,work_from_home,0.0
2,xgboost,C,v2,True,overtime,0.019378846511244774
2,xgboost,C,v2,True,weekday_0,0.42444032430648804
2,xgboost,C,v2,True,weekday_1,0.0021254122257232666
2,xgboost,C,v2,True,weekday_2,0.010909369215369225
2,xgboost,C,v2,True,weekday_3,0.035300277173519135
2,xgboost,C,v2,True,weekday_4,0.44863855838775635
2,xgboost,C,v2,True,weekday_5,0.0
2,xgboost,C,v2,True,weekday_6,0.0
2,xgboost,C,v2,True,menu_meat,0.002425248734652996
2,xgboost,C,v2,True,menu_fish,0.004503014963120222
2,xgboost,C,v2,True,menu_noodles,0.0017661040183156729
2,xgboost,C,v2,True,menu_special,0.0012448099441826344
2,xgboost,C,v2,True,menu_rice_bowl,0.0026394689921289682
2,xgboost,C,v2,True,menu_soup,0.0014237219002097845
2,xgboost,D,v1,True,employees,0.00575267756357789
2,xgboost,D,v1,True,vacation,0.025443248450756073
2,xgboost,D,v1,True,business_trip,0.011193634010851383
2,xgboost,D,v1,True,work_from_home,0.0
2,xgboost,D,v1,True,overtime,0.01872982829809189
2,xgboost,D,v1,True,weekday_0,0.34301093220710754
2,xgboost,D,v1,True,weekday_1,0.0021176610607653856
2,xgboost,D,v1,True,weekday_2,0.01612135022878647
2,xgboost,D,v1,True,weekday_3,0.027411865070462227
2,xgboost,D,v1,True,weekday_4,0.5245099067687988
2,xgboost,D,v1,True,weekday_5,0.0
2,xgboost,D,v1,True,weekday_6,0.0
2,xgboost,D,v1,True,menu_meat,0.005146976560354233
2,xgboost,D,v1,True,menu_fish,0.002844983944669366
2,xgboost,D,v1,True,menu_noodles,0.0
2,xgboost,D,v1,True,menu_special,0.0006898152641952038
2,xgboost,D,v1,True,menu_rice_bowl,0.002249890472739935
2,xgboost,D,v1,True,menu_soup,0.0
2,xgboost,D,v1,True,temp_mean,0.003592696273699403
2,xgboost,D,v1,True,temp_max,0.004162967205047607
2,xgboost,D,v1,True,temp_min,0.003784715896472335
2,xgboost,D,v1,True,humidity,0.00323685584589839
2,xgboost,D,v2,True,employees,0.005304068326950073
2,xgboost,D,v2,True,vacation,0.025701792910695076
2,xgboost,D,v2,True,business_trip,0.011031171306967735
2,xgboost,D,v2,True,work_from_home,0.0
2,xgboost,D,v2,True,overtime,0.019369427114725113
2,xgboost,D,v2,True,weekday_0,0.3174091875553131
2,xgboost,D,v2,True,weekday_1,0.0016184194246307015
2,xgboost,D,v2,True,weekday_2,0.019312137737870216
2,xgboost,D,v2,True,weekday_3,0.027402441948652267
2,xgboost,D,v2,True,weekday_4,0.5478243231773376
2,xgboost,D,v2,True,weekday_5,0.0
2,xgboost,D,v2,True,weekday_6,0.0
2,xgboost,D,v2,True,menu_meat,0.0029734361451119184
2,xgboost,D,v2,True,menu_fish,0.002915788907557726
2,xgboost,D,v2,True,menu_noodles,0.0
2,xgboost,D,v2,True,menu_special,0.0007255277596414089
2,xgboost,D,v2,True,menu_rice_bowl,0.0028590159490704536
2,xgboost,D,v2,True,menu_soup,0.001014888403005898
2,xgboost,D,v2,True,temp_mean,0.0034517247695475817
2,xgboost,D,v2,True,temp_max,0.004264174960553646
2,xgboost,D,v2,True,temp_min,0.003685025731101632
2,xgboost,D,v2,True,humidity,0.00313727674074471
2,lightgbm,A,v2,False,employees,37527174.90576172
2,lightgbm,A,v2,False,vacation,153096235.47277832
2,lightgbm,A,v2,False,business_trip,179783705.6538086
2,lightgbm,A,v2,False,work_from_home,0.0
2,lightgbm,B,v2,False,employees,23376175.939575195
2,lightgbm,B,v2,False,vacation,69477042.43322754
2,lightgbm,B,v2,False,business_trip,41527159.82763672
2,lightgbm,B,v2,False,work_from_home,0.0
2,lightgbm,B,v2,False,weekday_0,169717288.5576172
2,lightgbm,B,v2,False,weekday_1,780291.7770996094
2,lightgbm,B,v2,False,weekday_2,531760.3432617188
2,lightgbm,B,v2,False,weekday_3,7651563.418823242
2,lightgbm,B,v2,False,weekday_4,72987023.20166016
2,lightgbm,B,v2,False,weekday_5,0.0
2,lightgbm,B,v2,False,weekday_6,0.0
2,lightgbm,C,v1,False,employees,23652058.689086914
2,lightgbm,C,v1,False,vacation,69214130.22912598
2,lightgbm,C,v1,False,business_trip,40791593.90588379
2,lightgbm,C,v1,False,work_from_home,0.0
2,lightgbm,C,v1,False,weekday_0,169716235.90283203
2,lightgbm,C,v1,False,weekday_1,530050.208984375
2,lightgbm,C,v1,False,weekday_2,514045.8249511719
2,lightgbm,C,v1,False,weekday_3,7651342.928344727
2,lightgbm,C,v1,False,weekday_4,73040490.25439453
2,lightgbm,C,v1,False,weekday_5,0.0
2,lightgbm,C,v1,False,weekday_6,0.0
2,lightgbm,C,v1,False,menu_meat,1086518.2336425781
2,lightgbm,C,v1,False,menu_fish,753905.9503173828
2,lightgbm,C,v1,False,menu_noodles,194319.69873046875
2,lightgbm,C,v1,False,menu_special,0.0
2,lightgbm,C,v1,False,menu_rice_bowl,375062.78869628906
2,lightgbm,C,v1,False,menu_soup,0.0
2,lightgbm,C,v2,False,employees,23625607.17163086
2,lightgbm,C,v2,False,vacation,69183153.31054688
2,lightgbm,C,v2,False,business_trip,41758450.49865723
2,lightgbm,C,v2,False,work_from_home,0.0
2,lightgbm,C,v2,False,weekday_0,169485840.93041992
2,lightgbm,C,v2,False,weekday_1,495195.3132324219
2,lightgbm,C,v2,False,weekday_2,570824.9428710938
2,lightgbm,C,v2,False,weekday_3,7789474.817016602
2,lightgbm,C,v2,False,weekday_4,72965576.85070801
2,lightgbm,C,v2,False,weekday_5,0.0
2,lightgbm,C,v2,False,weekday_6,0.0
2,lightgbm,C,v2,False,menu_meat,521826.9631347656
2,lightgbm,C,v2,False,menu_fish,813771.9685058594
2,lightgbm,C,v2,False,menu_noodles,230688.27294921875
2,lightgbm,C,v2,False,menu_special,0.0
2,lightgbm,C,v2,False,menu_rice_bowl,363287.3210449219
2,lightgbm,C,v2,False,menu_soup,0.0
2,lightgbm,D,v1,False,employees,14457194.363769531
2,lightgbm,D,v1,False,vacation,65954057.19165039
2,lightgbm,D,v1,False,business_trip,39643575.54553223
2,lightgbm,D,v1,False,work_from_home,0.0
2,lightgbm,D,v1,False,weekday_0,169601893.4729004
2,lightgbm,D,v1,False,weekday_1,144584.27978515625
2,lightgbm,D,v1,False,weekday_2,159795.9306640625
2,lightgbm,D,v1,False,weekday_3,7855520.043457031
2,lightgbm,D,v1,False,weekday_4,70288051.80126953
2,lightgbm,D,v1,False,weekday_5,0.0
2,lightgbm,D,v1,False,weekday_6,0.0
2,lightgbm,D,v1,False,menu_meat,1011227.7072753906
2,lightgbm,D,v1,False,menu_fish,627370.6574707031
2,lightgbm,D,v1,False,menu_noodles,131943.69018554688
2,lightgbm,D,v1,False,menu_special,0.0
2,lightgbm,D,v1,False,menu_rice_bowl,216217.45751953125
2,lightgbm,D,v1,False,menu_soup,0.0
2,lightgbm,D,v1,False,temp_mean,8152286.117797852
2,lightgbm,D,v1,False,temp_max,6156667.311279297
2,lightgbm,D,v1,False,temp_min,13433601.326049805
2,lightgbm,D,v1,False,humidity,8728186.639526367
2,lightgbm,D,v2,False,employees,14013983.52734375
2,lightgbm,D,v2,False,vacation,66166635.22570801
2,lightgbm,D,v2,False,business_trip,39560426.26818848
2,lightgbm,D,v2,False,work_from_home,0.0
2,lightgbm,D,v2,False,weekday_0,169638808.16796875
2,lightgbm,D,v2,False,weekday_1,208880.68896484375
2,lightgbm,D,v2,False,weekday_2,71888.099609375
2,lightgbm,D,v2,False,weekday_3,7631349.9287109375
2,lightgbm,D,v2,False,weekday_4,70281868.17053223
2,lightgbm,D,v2,False,weekday_5,0.0
2,lightgbm,D,v2,False,weekday_6,0.0
2,lightgbm,D,v2,False,menu_meat,655311.5939941406
2,lightgbm,D,v2,False,menu_fish,642034.4091796875
2,lightgbm,D,v2,False,menu_noodles,131921.99096679688
2,lightgbm,D,v2,False,menu_special,0.0
2,lightgbm,D,v2,False,menu_rice_bowl,189398.41845703125
2,lightgbm,D,v2,False,menu_soup,0.0
2,lightgbm,D,v2,False,temp_mean,8365464.174438477
2,lightgbm,D,v2,False,temp_max,7130488.913452148
2,lightgbm,D,v2,False,temp_min,13396571.963134766
2,lightgbm,D,v2,False,humidity,8779036.677734375
2,xgboost,A,v2,False,employees,0.11059608310461044
2,xgboost,A,v2,False,vacation,0.4228035807609558
2,xgboost,A,v2,False,business_trip,0.4666003882884979
2,xgboost,A,v2,False,work_from_home,0.0
2,xgboost,B,v2,False,employees,0.006615068297833204
2,xgboost,B,v2,False,vacation,0.022199610248208046
2,xgboost,B,v2,False,business_trip,0.010966388508677483
2,xgboost,B,v2,False,work_from_home,0.0
2,xgboost,B,v2,False,weekday_0,0.39728277921676636
2,xgboost,B,v2,False,weekday_1,0.0027926911134272814
2,xgboost,B,v2,False,weekday_2,0.0031680625397711992
2,xgboost,B,v2,False,weekday_3,0.030314264819025993
2,xgboost,B,v2,False,weekday_4,0.5266611576080322
2,xgboost,B,v2,False,weekday_5,0.0
2,xgboost,B,v2,False,weekday_6,0.0
2,xgboost,C,v1,False,employees,0.006004527676850557
2,xgboost,C,v1,False,vacation,0.019897669553756714
2,xgboost,C,v1,False,business_trip,0.010066207498311996
2,xgboost,C,v1,False,work_from_home,0.0
2,xgboost,C,v1,False,weekday_0,0.39241722226142883
2,xgboost,C,v1,False,weekday_1,0.007040813565254211
2,xgboost,C,v1,False,weekday_2,0.0068789697252213955
2,xgboost,C,v1,False,weekday_3,0.03285703808069229
2,xgboost,C,v1,False,weekday_4,0.5117589235305786
2,xgboost,C,v1,False,weekday_5,0.0
2,xgboost,C,v1,False,weekday_6,0.0
2,xgboost,C,v1,False,menu_meat,0.002549431985244155
2,xgboost,C,v1,False,menu_fish,0.0028615975752472878
2,xgboost,C,v1,False,menu_noodles,0.001512420829385519
2,xgboost,C,v1,False,menu_special,0.0010013040155172348
2,xgboost,C,v1,False,menu_rice_bowl,0.003210442839190364
2,xgboost,C,v1,False,menu_soup,0.001943479641340673
2,xgboost,C,v2,False,employees,0.006071573123335838
2,xgboost,C,v2,False,vacation,0.01984618604183197
2,xgboost,C,v2,False,business_trip,0.010199390351772308
2,xgboost,C,v2,False,work_from_home,0.0
2,xgboost,C,v2,False,weekday_0,0.40675070881843567
2,xgboost,C,v2,False,weekday_1,0.001930593978613615
2,xgboost,C,v2,False,weekday_2,0.004014827776700258
2,xgboost,C,v2,False,weekday_3,0.030466027557849884
2,xgboost,C,v2,False,weekday_4,0.507827877998352
2,xgboost,C,v2,False,weekday_5,0.0
2,xgboost,C,v2,False,weekday_6,0.0
2,xgboost,C,v2,False,menu_meat,0.002837942447513342
2,xgboost,C,v2,False,menu_fish,0.0027492432855069637
2,xgboost,C,v2,False,menu_noodles,0.0012553618289530277
2,xgboost,C,v2,False,menu_special,0.0010276729008182883
2,xgboost,C,v2,False,menu_rice_bowl,0.0033701779320836067
2,xgboost,C,v2,False,menu_soup,0.0016523752128705382
2,xgboost,D,v1,False,employees,0.007116151973605156
2,xgboost,D,v1,False,vacation,0.0292678065598011
2,xgboost,D,v1,False,business_trip,0.014325310476124287
2,xgboost,D,v1,False,work_from_home,0.0
2,xgboost,D,v1,False,weekday_0,0.4412699043750763
2,xgboost,D,v1,False,weekday_1,0.003112231846898794
2,xgboost,D,v1,False,weekday_2,0.003559952834621072
2,xgboost,D,v1,False,weekday_3,0.03891751542687416
2,xgboost,D,v1,False,weekday_4,0.43245530128479004
2,xgboost,D,v1,False,weekday_5,0.0
2,xgboost,D,v1,False,weekday_6,0.0
2,xgboost,D,v1,False,menu_meat,0.00298134982585907
2,xgboost,D,v1,False,menu_fish,0.0032218105625361204
2,xgboost,D,v1,False,menu_noodles,0.0014043383998796344
2,xgboost,D,v1,False,menu_special,0.0010638829553499818
2,xgboost,D,v1,False,menu_rice_bowl,0.0029596793465316296
2,xgboost,D,v1,False,menu_soup,0.001819686614908278
2,xgboost,D,v1,False,temp_mean,0.0034765733871608973
2,xgboost,D,v1,False,temp_max,0.004783183336257935
2,xgboost,D,v1,False,temp_min,0.004862893372774124
2,xgboost,D,v1,False,humidity,0.0034025709610432386
2,xgboost,D,v2,False,employees,0.005884677637368441
2,xgboost,D,v2,False,vacation,0.02622399665415287
2,xgboost,D,v2,False,business_trip,0.01270186249166727
2,xgboost,D,v2,False,work_from_home,0.0
2,xgboost,D,v2,False,weekday_0,0.372785747051239
2,xgboost,D,v2,False,weekday_1,0.002187649719417095
2,xgboost,D,v2,False,weekday_2,0.002766281832009554
2,xgboost,D,v2,False,weekday_3,0.03513343259692192
2,xgboost,D,v2,False,weekday_4,0.5160653591156006
2,xgboost,D,v2,False,weekday_5,0.0
2,xgboost,D,v2,False,weekday_6,0.0
2,xgboost,D,v2,False,menu_meat,0.0030287839472293854
2,xgboost,D,v2,False,menu_fish,0.0027664664667099714
2,xgboost,D,v2,False,menu_noodles,0.0012439754791557789
2,xgboost,D,v2,False,menu_special,0.0008646341739222407
2,xgboost,D,v2,False,menu_rice_bowl,0.0022396149579435587
2,xgboost,D,v2,False,menu_soup,0.0014423811808228493
2,xgboost,D,v2,False,temp_mean,0.003074147505685687
2,xgboost,D,v2,False,temp_max,0.004451283253729343
2,xgboost,D,v2,False,temp_min,0.004235217347741127
2,xgboost,D,v2,False,humidity,0.0029045110568404198
3,lightgbm,A,v2,True,employees,30238138.655395508
3,lightgbm,A,v2,True,vacation,136001265.43676758
3,lightgbm,A,v2,True,business_trip,160075056.82678223
3,lightgbm,A,v2,True,work_from_home,0.0
3,lightgbm,A,v2,True,overtime,157276281.7565918
3,lightgbm,B,v2,True,employees,24798485.146728516
3,lightgbm,B,v2,True,vacation,70237107.80285645
3,lightgbm,B,v2,True,business_trip,47137272.16394043
3,lightgbm,B,v2,True,work_from_home,0.0
3,lightgbm,B,v2,True,overtime,35524881.55822754
3,lightgbm,B,v2,True,weekday_0,206147471.72070312
3,lightgbm,B,v2,True,weekday_1,539973.1430664062
3,lightgbm,B,v2,True,weekday_2,113260.54028320312
3,lightgbm,B,v2,True,weekday_3,11506693.153564453
3,lightgbm,B,v2,True,weekday_4,94702017.4116211
3,lightgbm,B,v2,True,weekday_5,0.0
3,lightgbm,B,v2,True,weekday_6,0.0
3,lightgbm,C,v1,True,employees,24121805.594848633
3,lightgbm,C,v1,True,vacation,69829409.86230469
3,lightgbm,C,v1,True,business_trip,47537548.681152344
3,lightgbm,C,v1,True,work_from_home,0.0
3,lightgbm,C,v1,True,overtime,35962452.29174805
3,lightgbm,C,v1,True,weekday_0,206073534.78515625
3,lightgbm,C,v1,True,weekday_1,613743.0854492188
3,lightgbm,C,v1,True,weekday_2,95161.310546875
3,lightgbm,C,v1,True,weekday_3,11511843.224121094
3,lightgbm,C,v1,True,weekday_4,94879452.0357666
3,lightgbm,C,v1,True,weekday_5,0.0
3,lightgbm,C,v1,True,weekday_6,0.0
3,lightgbm,C,v1,True,menu_meat,807116.7802734375
3,lightgbm,C,v1,True,menu_fish,773689.1292724609
3,lightgbm,C,v1,True,menu_noodles,73723.87036132812
3,lightgbm,C,v1,True,menu_special,0.0
3,lightgbm,C,v1,True,menu_rice_bowl,633321.1408691406
3,lightgbm,C,v1,True,menu_soup,0.0
3,lightgbm,C,v2,True,employees,24763751.199951172
3,lightgbm,C,v2,True,vacation,69670190.0961914
3,lightgbm,C,v2,True,business_trip,47303439.21191406
3,lightgbm,C,v2,True,work_from_home,0.0
3,lightgbm,C,v2,True,overtime,35659547.53820801
3,lightgbm,C,v2,True,weekday_0,206104305.8618164
3,lightgbm,C,v2,True,weekday_1,530681.6865234375
3,lightgbm,C,v2,True,weekday_2,125585.1533203125
3,lightgbm,C,v2,True,weekday_3,11521799.134643555
3,lightgbm,C,v2,True,weekday_4,94960398.3959961
3,lightgbm,C,v2,True,weekday_5,0.0
3,lightgbm,C,v2,True,weekday_6,0.0
3,lightgbm,C,v2,True,menu_meat,865132.3627929688
3,lightgbm,C,v2,True,menu_fish,939220.7121582031
3,lightgbm,C,v2,True,menu_noodles,119829.9296875
3,lightgbm,C,v2,True,menu_special,0.0
3,lightgbm,C,v2,True,menu_rice_bowl,726840.1997070312
3,lightgbm,C,v2,True,menu_soup,0.0
3,lightgbm,D,v1,True,employees,17280255.884033203
3,lightgbm,D,v1,True,vacation,66550561.41040039
3,lightgbm,D,v1,True,business_trip,42835704.744262695
3,lightgbm,D,v1,True,work_from_home,0.0
3,lightgbm,D,v1,True,overtime,34936887.00695801
3,lightgbm,D,v1,True,weekday_0,204173403.36865234
3,lightgbm,D,v1,True,weekday_1,644479.16796875
3,lightgbm,D,v1,True,weekday_2,102575.80078125
3,lightgbm,D,v1,True,weekday_3,11117899.524902344
3,lightgbm,D,v1,True,weekday_4,93394781.11022949
3,lightgbm,D,v1,True,weekday_5,0.0
3,lightgbm,D,v1,True,weekday_6,0.0
3,lightgbm,D,v1,True,menu_meat,671794.8881835938
3,lightgbm,D,v1,True,menu_fish,783132.4588623047
3,lightgbm,D,v1,True,menu_noodles,6436.869873046875
3,lightgbm,D,v1,True,menu_special,0.0
3,lightgbm,D,v1,True,menu_rice_bowl,336496.82666015625
3,lightgbm,D,v1,True,menu_soup,0.0
3,lightgbm,D,v1,True,temp_mean,8714853.675170898
3,lightgbm,D,v1,True,temp_max,7552015.324951172
3,lightgbm,D,v1,True,temp_min,11265638.55859375
3,lightgbm,D,v1,True,humidity,7702398.243286133
3,lightgbm,D,v2,True,employees,17794744.24194336
3,lightgbm,D,v2,True,vacation,66705391.009887695
3,lightgbm,D,v2,True,business_trip,42504485.40893555
3,lightgbm,D,v2,True,work_from_home,0.0
3,lightgbm,D,v2,True,overtime,34965797.373535156
3,lightgbm,D,v2,True,weekday_0,204395546.04785156
3,lightgbm,D,v2,True,weekday_1,576214.5842285156
3,lightgbm,D,v2,True,weekday_2,57541.400390625
3,lightgbm,D,v2,True,weekday_3,11153559.680175781
3,lightgbm,D,v2,True,weekday_4,93297958.97998047
3,lightgbm,D,v2,True,weekday_5,0.0
3,lightgbm,D,v2,True,weekday_6,0.0
3,lightgbm,D,v2,True,menu_meat,487017.2043457031
3,lightgbm,D,v2,True,menu_fish,726169.2791748047
3,lightgbm,D,v2,True,menu_noodles,20549.58984375
3,lightgbm,D,v2,True,menu_special,0.0
3,lightgbm,D,v2,True,menu_rice_bowl,423065.27001953125
3,lightgbm,D,v2,True,menu_soup,0.0
3,lightgbm,D,v2,True,temp_mean,8772989.798706055
3,lightgbm,D,v2,True,temp_max,7817081.508300781
3,lightgbm,D,v2,True,temp_min,11540123.064697266
3,lightgbm,D,v2,True,humidity,7707519.199462891
3,xgboost,A,v2,True,employees,0.05691032111644745
3,xgboost,A,v2,True,vacation,0.27204012870788574
3,xgboost,A,v2,True,business_trip,0.3183610439300537
3,xgboost,A,v2,True,work_from_home,0.0
3,xgboost,A,v2,True,overtime,0.3526885211467743
3,xgboost,B,v2,True,employees,0.005784857086837292
3,xgboost,B,v2,True,vacation,0.023197101429104805
3,xgboost,B,v2,True,business_trip,0.01265866681933403
3,xgboost,B,v2,True,work_from_home,0.0
3,xgboost,B,v2,True,overtime,0.012663603760302067
3,xgboost,B,v2,True,weekday_0,0.5894437432289124
3,xgboost,B,v2,True,weekday_1,0.005566985812038183
3,xgboost,B,v2,True,weekday_2,0.006470173597335815
3,xgboost,B,v2,True,weekday_3,0.028804292902350426
3,xgboost,B,v2,True,weekday_4,0.3154105246067047
3,xgboost,B,v2,True,weekday_5,0.0
3,xgboost,B,v2,True,weekday_6,0.0
3,xgboost,C,v1,True,employees,0.004978477023541927
3,xgboost,C,v1,True,vacation,0.01941906102001667
3,xgboost,C,v1,True,business_trip,0.011981170624494553
3,xgboost,C,v1,True,work_from_home,0.0
3,xgboost,C,v1,True,overtime,0.012202611193060875
3,xgboost,C,v1,True,weekday_0,0.5915431380271912
3,xgboost,C,v1,True,weekday_1,0.004779478069394827
3,xgboost,C,v1,True,weekday_2,0.0063751316629350185
3,xgboost,C,v1,True,weekday_3,0.026576228439807892
3,xgboost,C,v1,True,weekday_4,0.3078438937664032
3,xgboost,C,v1,True,weekday_5,0.0
3,xgboost,C,v1,True,weekday_6,0.0
3,xgboost,C,v1,True,menu_meat,0.0031644657719880342
3,xgboost,C,v1,True,menu_fish,0.0028009493835270405
3,xgboost,C,v1,True,menu_noodles,0.0013548111310228705
3,xgboost,C,v1,True,menu_special,0.0019981388468295336
3,xgboost,C,v1,True,menu_rice_bowl,0.0031688325107097626
3,xgboost,C,v1,True,menu_soup,0.0018136369762942195
3,xgboost,C,v2,True,employees,0.0050260708667337894
3,xgboost,C,v2,True,vacation,0.019095413386821747
3,xgboost,C,v2,True,business_trip,0.011642533354461193
3,xgboost,C,v2,True,work_from_home,0.0
3,xgboost,C,v2,True,overtime,0.012474971823394299
3,xgboost,C,v2,True,weekday_0,0.5871182084083557
3,xgboost,C,v2,True,weekday_1,0.004485830664634705
3,xgboost,C,v2,True,weekday_2,0.005046603735536337
3,xgboost,C,v2,True,weekday_3,0.029910212382674217
3,xgboost,C,v2,True,weekday_4,0.3113904297351837
3,xgboost,C,v2,True,weekday_5,0.0
3,xgboost,C,v2,True,weekday_6,0.0
3,xgboost,C,v2,True,menu_meat,0.003266935469582677
3,xgboost,C,v2,True,menu_fish,0.002965060295537114
3,xgboost,C,v2,True,menu_noodles,0.001500539481639862
3,xgboost,C,v2,True,menu_special,0.0018634918378666043
3,xgboost,C,v2,True,menu_rice_bowl,0.002669655019417405
3,xgboost,C,v2,True,menu_soup,0.001544056343846023
3,xgboost,D,v1,True,employees,0.004281063564121723
3,xgboost,D,v1,True,vacation,0.020945411175489426
3,xgboost,D,v1,True,business_trip,0.010463555343449116
3,xgboost,D,v1,True,work_from_home,0.0
3,xgboost,D,v1,True,overtime,0.014219612814486027
3,xgboost,D,v1,True,weekday_0,0.4835941791534424
3,xgboost,D,v1,True,weekday_1,0.0038998830132186413
3,xgboost,D,v1,True,weekday_2,0.008131907321512699
3,xgboost,D,v1,True,weekday_3,0.028607595711946487
3,xgboost,D,v1,True,weekday_4,0.3998582065105438
3,xgboost,D,v1,True,weekday_5,0.0
3,xgboost,D,v1,True,weekday_6,0.0
3,xgboost,D,v1,True,menu_meat,0.0039061002898961306
3,xgboost,D,v1,True,menu_fish,0.002175941364839673
3,xgboost,D,v1,True,menu_noodles,0.0
3,xgboost,D,v1,True,menu_special,0.0012457056436687708
3,xgboost,D,v1,True,menu_rice_bowl,0.0029294961132109165
3,xgboost,D,v1,True,menu_soup,0.0
3,xgboost,D,v1,True,temp_mean,0.004002933856099844
3,xgboost,D,v1,True,temp_max,0.004177230875939131
3,xgboost,D,v1,True,temp_min,0.004269645549356937
3,xgboost,D,v1,True,humidity,0.003291582688689232
3,xgboost,D,v2,True,employees,0.004409876186400652
3,xgboost,D,v2,True,vacation,0.02089613489806652
3,xgboost,D,v2,True,business_trip,0.010455832816660404
3,xgboost,D,v2,True,work_from_home,0.0
3,xgboost,D,v2,True,overtime,0.01429195050150156
3,xgboost,D,v2,True,weekday_0,0.48093467950820923
3,xgboost,D,v2,True,weekday_1,0.004838231950998306
3,xgboost,D,v2,True,weekday_2,0.010855019092559814
3,xgboost,D,v2,True,weekday_3,0.029188428074121475
3,xgboost,D,v2,True,weekday_4,0.39718472957611084
3,xgboost,D,v2,True,weekday_5,0.0
3,xgboost,D,v2,True,weekday_6,0.0
3,xgboost,D,v2,True,menu_meat,0.0034077141899615526
3,xgboost,D,v2,True,menu_fish,0.00292098056524992
3,xgboost,D,v2,True,menu_noodles,0.0
3,xgboost,D,v2,True,menu_special,0.0015079218428581953
3,xgboost,D,v2,True,menu_rice_bowl,0.0030914999078959227
3,xgboost,D,v2,True,menu_soup,0.0
3,xgboost,D,v2,True,temp_mean,0.003983589354902506
3,xgboost,D,v2,True,temp_max,0.004159186501055956
3,xgboost,D,v2,True,temp_min,0.004751129541546106
3,xgboost,D,v2,True,humidity,0.0031232016626745462
3,lightgbm,A,v2,False,employees,49721261.00683594
3,lightgbm,A,v2,False,vacation,186203788.3881836
3,lightgbm,A,v2,False,business_trip,225409395.75073242
3,lightgbm,A,v2,False,work_from_home,0.0
3,lightgbm,B,v2,False,employees,31815142.03515625
3,lightgbm,B,v2,False,vacation,79331258.78686523
3,lightgbm,B,v2,False,business_trip,51823894.97216797
3,lightgbm,B,v2,False,work_from_home,0.0
3,lightgbm,B,v2,False,weekday_0,209622348.71557617
3,lightgbm,B,v2,False,weekday_1,641752.306640625
3,lightgbm,B,v2,False,weekday_2,367199.38671875
3,lightgbm,B,v2,False,weekday_3,10682862.735351562
3,lightgbm,B,v2,False,weekday_4,96868527.2290039
3,lightgbm,B,v2,False,weekday_5,0.0
3,lightgbm,B,v2,False,weekday_6,0.0
3,lightgbm,C,v1,False,employees,31619768.56188965
3,lightgbm,C,v1,False,vacation,79899214.9519043
3,lightgbm,C,v1,False,business_trip,51751210.37866211
3,lightgbm,C,v1,False,work_from_home,0.0
3,lightgbm,C,v1,False,weekday_0,209469545.82958984
3,lightgbm,C,v1,False,weekday_1,676850.4809570312
3,lightgbm,C,v1,False,weekday_2,406943.9919433594
3,lightgbm,C,v1,False,weekday_3,10768411.774902344
3,lightgbm,C,v1,False,weekday_4,96747293.85083008
3,lightgbm,C,v1,False,weekday_5,0.0
3,lightgbm,C,v1,False,weekday_6,0.0
3,lightgbm,C,v1,False,menu_meat,783625.3090820312
3,lightgbm,C,v1,False,menu_fish,758660.7834472656
3,lightgbm,C,v1,False,menu_noodles,166343.69116210938
3,lightgbm,C,v1,False,menu_special,0.0
3,lightgbm,C,v1,False,menu_rice_bowl,356683.7578125
3,lightgbm,C,v1,False,menu_soup,0.0
3,lightgbm,C,v2,False,employees,31261498.64807129
3,lightgbm,C,v2,False,vacation,80111636.0592041
3,lightgbm,C,v2,False,business_trip,52120724.17919922
3,lightgbm,C,v2,False,work_from_home,0.0
3,lightgbm,C,v2,False,weekday_0,209359648.63330078
3,lightgbm,C,v2,False,weekday_1,789271.828125
3,lightgbm,C,v2,False,weekday_2,388096.0986328125
3,lightgbm,C,v2,False,weekday_3,10933975.052246094
3,lightgbm,C,v2,False,weekday_4,96725441.58178711
3,lightgbm,C,v2,False,weekday_5,0.0
3,lightgbm,C,v2,False,weekday_6,0.0
3,lightgbm,C,v2,False,menu_meat,967371.3291015625
3,lightgbm,C,v2,False,menu_fish,762992.56640625
3,lightgbm,C,v2,False,menu_noodles,193832.69995117188
3,lightgbm,C,v2,False,menu_special,0.0
3,lightgbm,C,v2,False,menu_rice_bowl,466373.0017089844
3,lightgbm,C,v2,False,menu_soup,0.0
3,lightgbm,D,v1,False,employees,19274706.68408203
3,lightgbm,D,v1,False,vacation,73265466.1463623
3,lightgbm,D,v1,False,business_trip,50963888.56347656
3,lightgbm,D,v1,False,work_from_home,0.0
3,lightgbm,D,v1,False,weekday_0,207032606.16992188
3,lightgbm,D,v1,False,weekday_1,362010.4287109375
3,lightgbm,D,v1,False,weekday_2,377018.5830078125
3,lightgbm,D,v1,False,weekday_3,10412355.294067383
3,lightgbm,D,v1,False,weekday_4,96593282.97033691
3,lightgbm,D,v1,False,weekday_5,0.0
3,lightgbm,D,v1,False,weekday_6,0.0
